Time,price,volume
2012-11-02 00:00:00 UTC,10.7478783939,26465.324942213
2012-11-03 00:00:00 UTC,10.5863001443,16593.8917171566
2012-11-04 00:00:00 UTC,10.5195943271,21186.591870814
2012-11-05 00:00:00 UTC,10.6321540348,58874.9122180496
2012-11-06 00:00:00 UTC,10.6704048396,35623.8164753946
2012-11-07 00:00:00 UTC,10.7232010292,43034.3564050316
2012-11-08 00:00:00 UTC,10.6558529436,30987.879583804
2012-11-09 00:00:00 UTC,10.7842497934,25222.9666622671
2012-11-10 00:00:00 UTC,10.769672989,11584.9166618004
2012-11-11 00:00:00 UTC,10.7365388622,6981.083703788
2012-11-12 00:00:00 UTC,10.8376006083,12441.8250435971
2012-11-13 00:00:00 UTC,10.8891948958,27973.0641432723
2012-11-14 00:00:00 UTC,10.9067541486,14121.4026980418
2012-11-15 00:00:00 UTC,10.967915047,26929.5402437174
2012-11-16 00:00:00 UTC,11.2479260487,79336.2883706726
2012-11-17 00:00:00 UTC,11.5497093626,9165.1881799349
2012-11-18 00:00:00 UTC,11.5713143338,11861.8294089141
2012-11-19 00:00:00 UTC,11.5232193114,48039.5525932062
2012-11-20 00:00:00 UTC,11.6095971772,29282.7954917407
2012-11-21 00:00:00 UTC,11.5928679741,39774.6677416773
2012-11-22 00:00:00 UTC,11.8041387294,118470.434784856
2012-11-23 00:00:00 UTC,12.0039368008,25135.5887273593
2012-11-24 00:00:00 UTC,12.1770673761,16783.8089296293
2012-11-25 00:00:00 UTC,12.2703563789,13638.4302876194
2012-11-26 00:00:00 UTC,12.2699446671,55878.7174287035
2012-11-27 00:00:00 UTC,12.0430320921,44294.4067473058
2012-11-28 00:00:00 UTC,12.1867228327,52742.3660565109
2012-11-29 00:00:00 UTC,12.2945693724,43718.2954306084
2012-11-30 00:00:00 UTC,12.371260823,42893.7890575585
2012-12-01 00:00:00 UTC,12.4006491228,31179.3218687973
2012-12-02 00:00:00 UTC,12.3988992335,21556.5313833356
2012-12-03 00:00:00 UTC,12.4432318714,63816.5734325778
2012-12-04 00:00:00 UTC,12.6551271378,70228.1393601035
2012-12-05 00:00:00 UTC,13.0939811606,42006.1475095449
2012-12-06 00:00:00 UTC,13.2962069652,59538.1898669579
2012-12-07 00:00:00 UTC,13.3385144028,46593.2774042709
2012-12-08 00:00:00 UTC,13.3417153846,6792.613629552
2012-12-09 00:00:00 UTC,13.2500126829,15683.8736560993
2012-12-10 00:00:00 UTC,13.24982493,85401.5371515656
2012-12-11 00:00:00 UTC,13.3083221024,35188.5277038164
2012-12-12 00:00:00 UTC,13.4001710217,52583.883264306
2012-12-13 00:00:00 UTC,13.4149267979,70309.451374183
2012-12-14 00:00:00 UTC,13.5689684355,81302.1852668622
2012-12-15 00:00:00 UTC,13.3913333013,20428.8394769907
2012-12-16 00:00:00 UTC,13.3468765737,16250.2796377559
